date,selected_return,selected_alpha,best_return,best_alpha,selected_stocks,risk_power,fold,train_fraction
2026-01-27,-0.004140442960371923,0.01917809445318265,0.11314558748933708,0.13646412490289164,"601881,601788,600030,600999,600061",0.25,4,0.85
2026-01-28,0.0013360884027080494,0.017970944760496477,0.16432607287971857,0.18096092923750698,"601881,600918,601766,601788,600276",0.25,4,0.85
2026-01-29,-0.005249286311671405,0.0034942747125207797,0.17283008649130413,0.18157364751549632,"601788,601881,600999,000166,601066",0.25,4,0.85
2026-01-30,0.012080436511314213,0.013963965038117476,0.15552889455831323,0.15741242308511652,"601881,600999,601018,601788,600030",0.25,4,0.85
2026-02-02,0.004497745910947053,-0.014671495967827186,0.19698270029187018,0.17781345841309593,"601328,601398,600999,601939,600025",0.25,4,0.85
2026-02-03,0.015700899605880142,-0.0014706515284882114,0.1426844724464943,0.12551292131212594,"600999,601881,601901,601878,000166",0.25,4,0.85
2026-02-04,0.008025400244979271,-0.003143723800976282,0.17722738237705413,0.16605825833109858,"601398,600025,003816,600905,601939",0.25,4,0.85
2026-02-05,0.0009236959008216963,-0.020318189637171708,0.20858803830840592,0.1873461527704125,"601398,600900,000001,601916,000651",0.25,4,0.85
2026-02-06,-0.009771516159899761,-0.012045058832571787,0.19027342720341714,0.18799988453074512,"601398,000999,600030,601995,000538",0.25,4,0.85
2026-02-09,-0.01052150165555788,-0.012668038198116613,0.18041534829876768,0.17826881175620896,"000001,003816,601398,601916,600905",0.25,4,0.85
2026-02-10,-0.01465335154097257,-0.017409966488828324,0.18984816060369353,0.18709154565583777,"601398,601916,601818,601816,600015",0.25,4,0.85
2026-02-11,-0.01758154177207659,-0.024009492698111506,0.1678312883532455,0.1614033374272106,"601398,601916,600900,600025,601818",0.25,4,0.85
2026-02-12,-0.007210538181661294,-0.01318299354134036,0.22422626872474866,0.21825381336506963,"601398,600025,600900,600887,601916",0.25,4,0.85
2026-02-13,-0.019244873788685397,-0.0215595636181643,0.2116966129724461,0.20938192314296716,"601398,600015,601988,601328,601658",0.25,4,0.85
2026-02-24,-0.00688676430390938,-0.01688894730764804,0.2706544904661314,0.2606523074623927,"601398,601988,000001,601818,601939",0.25,4,0.85
2026-02-25,0.019057140869753436,0.041085239160825515,0.25157961939353357,0.2736077176846056,"601398,601988,601818,600025,000001",0.25,4,0.85
2026-02-26,-0.01464630431736692,-0.0045689276675435955,0.19011988637023405,0.2001972630200574,"600023,601881,000166,600999,600061",0.25,4,0.85
2026-02-27,0.03708342645830531,0.0542593952261991,0.13185058072896114,0.14902654949685493,"601988,600025,600905,600023,601398",0.25,4,0.85
2026-03-02,0.02627671238746815,0.04886535970694157,0.1527671499407832,0.1753557972602566,"601398,601916,601988,600025,601939",0.25,4,0.85
2026-03-03,0.011415443038424207,0.003304710521384062,0.19961614167928196,0.1915054091622418,"600900,600025,601988,601398,601916",0.25,4,0.85
2026-03-04,0.012394431716391669,0.0061102564664488315,0.18236475306772754,0.1760805778177847,"601916,601988,600050,600900,601186",0.25,4,0.85
2026-03-05,0.012262439989303344,-0.006702306569809821,0.24456221893692334,0.2255974723778102,"600900,601988,601398,600015,601800",0.25,4,0.85
2026-03-06,0.02856642247253848,0.015452560583107355,0.21674023670496712,0.20362637481553597,"601988,600905,601398,600674,601800",0.25,4,0.85
2025-12-31,0.01585929286043694,-0.008329759256646613,0.18652378598778685,0.1623347338707033,"601881,601788,600918,600061,000166",0.5,4,0.85
2026-01-05,-0.0005077669990899867,-0.02362326056981549,0.26898628951986814,0.24587079594914263,"600999,600061,601788,600030,601881",0.5,4,0.85
2026-01-06,-0.004751303249175375,-0.0217363997561558,0.33691780599820104,0.31993270949122066,"600061,601788,601066,600918,601878",0.5,4,0.85
2026-01-07,0.00464443675955477,-0.009001853377751383,0.28087621334635365,0.26722992320904754,"601881,600061,601788,601878,601901",0.5,4,0.85
2026-01-08,-0.004251038102360707,-0.010951551075639394,0.29788535061278554,0.29118483763950687,"601881,601788,601390,601878,600061",0.5,4,0.85
2026-01-09,-0.00715230216612088,-0.009027660143325785,0.15755084491155366,0.15567548693434877,"601788,601881,601878,601901,000166",0.5,4,0.85
2026-01-12,-0.03145850659577319,-0.012800972910328928,0.14529327042293788,0.16395080410838214,"601881,601390,002352,601901,600061",0.5,4,0.85
2026-01-13,-0.03106811220880131,-0.026672986226987543,0.16472058585351856,0.16911571183533233,"601881,600061,601788,601236,600999",0.5,4,0.85
2026-01-14,-0.018966679213094705,-0.019656154948598355,0.17852480851780125,0.17783533278229763,"000876,601881,601788,600918,600061",0.5,4,0.85
2026-01-15,-0.01825054048321768,-0.0180098814298554,0.24527348206655786,0.24551414111992015,"601881,600999,600061,601788,601236",0.5,4,0.85
2026-01-16,0.0008136479097559516,-0.010731247050077755,0.23088526246201785,0.21934036750218416,"601881,600999,600061,601236,600918",0.5,4,0.85
2026-01-19,-0.005304085603277344,-0.011819744396814946,0.20747854666233687,0.20096288786879923,"601881,600061,601788,600999,601236",0.5,4,0.85
